identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
7700,nombreA7700,apellidoA7700,44441,143.81,Activo,43523,64,15,66,19,52,81,72,89,92,58,37,20,12,90,68,21,70,11,23,21,78,0,92,35,62,25,89,21,78,65,17,82,23,45,7,1,39,87,45,95,65,93,2
7701,nombreA7701,apellidoA7701,44471,145.06,Activo,43524,62,10,14,72,20,30,93,83,39,52,98,82,31,1,89,2,65,45,50,32,79,56,2,29,9,2,66,79,2,7,78,82,91,20,0,60,44,6,14,22,97,54,91
7702,nombreA7702,apellidoA7702,44502,146.31,Activo,43525,17,99,79,75,80,75,35,96,75,57,84,33,98,81,81,52,77,81,39,55,90,12,24,76,30,82,46,62,61,30,30,10,94,16,49,71,45,66,96,73,98,58,61
7703,nombreA7703,apellidoA7703,44532,147.56,Activo,43526,55,75,40,84,22,9,7,39,80,56,74,0,44,76,29,13,85,85,42,47,51,11,0,9,8,59,38,84,27,47,49,29,85,12,25,96,17,63,85,54,23,56,58
7704,nombreA7704,apellidoA7704,44563,148.81,Activo,43527,74,80,83,45,87,41,2,90,43,12,63,30,85,28,89,73,74,65,71,75,93,3,65,86,4,52,84,6,72,79,49,91,72,94,93,18,67,19,35,97,98,51,49
7705,nombreA7705,apellidoA7705,44594,150.06,Activo,43528,48,42,68,74,47,57,55,97,14,18,70,83,20,65,75,24,94,37,82,93,67,37,5,98,69,78,46,60,76,84,21,84,97,57,37,6,15,0,6,97,10,13,93
7706,nombreA7706,apellidoA7706,44622,151.31,Activo,43529,90,81,93,65,60,96,36,32,83,90,77,72,61,55,10,66,34,23,73,68,38,38,7,54,19,42,71,29,3,97,48,34,43,22,75,31,5,71,18,59,29,54,56
7707,nombreA7707,apellidoA7707,44653,152.56,Activo,43530,39,96,99,37,97,75,34,41,24,85,27,47,19,70,12,15,4,42,19,94,7,62,70,57,13,92,25,3,21,79,66,46,76,35,49,68,29,62,47,95,10,41,40
7708,nombreA7708,apellidoA7708,44683,153.81,Activo,43531,32,42,54,32,48,28,38,32,63,11,12,22,75,10,17,38,47,90,5,38,87,2,1,40,87,49,97,30,79,48,46,58,8,23,36,23,52,44,85,68,7,30,75
7709,nombreA7709,apellidoA7709,44714,155.06,Activo,43532,81,64,35,96,19,68,37,33,22,29,69,22,18,13,41,46,75,19,22,96,96,20,25,27,24,12,36,89,52,3,12,66,68,47,81,3,88,13,60,25,94,61,71
7710,nombreA7710,apellidoA7710,44744,156.31,Activo,43533,33,0,14,7,57,59,64,25,0,22,66,70,25,17,44,94,32,32,45,89,28,68,0,39,54,54,25,67,59,99,36,63,98,67,9,61,14,10,92,8,15,49,14
7711,nombreA7711,apellidoA7711,44775,157.56,Activo,43534,87,92,52,65,46,44,53,56,38,53,75,14,6,3,80,42,57,42,80,86,12,78,90,11,75,22,75,72,1,57,68,51,73,13,51,46,81,64,93,2,96,58,22
7712,nombreA7712,apellidoA7712,44806,158.81,Activo,43535,17,1,94,19,72,52,82,17,82,52,9,14,68,4,6,40,0,41,76,38,14,30,1,48,32,38,96,13,8,15,4,20,1,52,23,99,17,37,35,51,2,84,76
7713,nombreA7713,apellidoA7713,44836,160.06,Activo,43536,84,62,26,96,30,47,72,62,45,18,82,13,82,43,15,40,75,68,31,15,30,18,34,25,75,16,59,20,0,83,10,16,82,71,36,30,35,0,36,45,67,97,78
7714,nombreA7714,apellidoA7714,44867,161.31,Activo,43537,53,5,44,91,2,70,71,28,67,32,39,27,28,52,3,77,74,91,47,92,58,47,53,22,93,35,16,19,17,36,88,38,68,68,12,29,55,33,22,61,74,77,6
7715,nombreA7715,apellidoA7715,44897,162.56,Activo,43538,79,14,35,57,34,3,85,91,9,53,8,62,37,62,5,79,19,88,1,34,76,27,55,97,7,48,98,78,4,50,2,88,18,30,77,87,39,48,34,59,47,60,11
7716,nombreA7716,apellidoA7716,44928,163.81,Activo,43539,99,16,86,92,89,83,36,11,85,86,74,68,10,91,45,41,25,37,75,63,72,73,26,27,81,19,94,38,39,51,41,8,43,44,8,24,74,26,88,2,46,53,11
7717,nombreA7717,apellidoA7717,44959,165.06,Activo,43540,95,32,6,12,94,9,69,48,70,5,33,80,50,53,47,64,8,58,81,88,12,60,56,41,22,91,51,93,95,49,74,17,45,59,71,49,71,73,15,39,19,77,92
7718,nombreA7718,apellidoA7718,44987,166.31,Activo,43541,9,26,43,44,55,6,55,28,60,9,3,58,1,95,24,93,80,15,69,16,24,35,83,88,16,8,52,26,97,3,38,17,65,53,48,35,28,18,6,55,57,85,58
7719,nombreA7719,apellidoA7719,45018,167.56,Activo,43542,88,38,24,68,21,66,74,74,92,59,12,30,19,95,27,76,6,32,8,25,48,54,20,71,72,77,5,55,54,14,4,20,89,84,84,81,22,65,50,92,24,83,37
7720,nombreA7720,apellidoA7720,45048,168.81,Activo,43543,37,11,46,44,44,62,59,55,77,61,8,72,67,57,99,11,58,80,81,36,31,38,58,64,94,85,42,68,19,34,76,87,71,33,49,48,60,53,63,77,21,94,47
7721,nombreA7721,apellidoA7721,45079,170.06,Activo,43544,72,10,69,55,63,33,37,0,6,7,6,6,82,85,92,70,31,60,29,57,1,98,0,66,3,7,52,56,90,48,77,70,40,45,70,75,67,19,70,20,68,99,75
7722,nombreA7722,apellidoA7722,45109,171.31,Activo,43545,82,81,21,26,9,8,7,79,25,20,24,41,3,77,1,49,70,76,38,74,46,85,3,92,91,46,99,11,17,20,66,64,38,31,43,52,78,94,49,93,10,18,89
7723,nombreA7723,apellidoA7723,45140,172.56,Activo,43546,64,36,89,82,24,55,90,19,75,63,59,39,70,60,18,55,97,30,45,78,19,12,34,50,73,36,40,25,26,66,99,29,80,67,6,99,55,46,12,40,62,51,85
7724,nombreA7724,apellidoA7724,45171,173.81,Activo,43547,32,98,99,14,2,66,44,88,35,4,41,40,17,56,41,62,56,49,74,2,35,86,1,66,68,49,59,33,72,43,67,4,86,25,69,95,62,95,49,37,96,88,81
7725,nombreA7725,apellidoA7725,45201,175.06,Activo,43548,30,92,1,96,98,9,23,77,29,14,66,17,48,41,54,88,78,26,86,14,26,41,95,27,44,30,89,71,82,89,92,69,13,76,93,43,29,85,50,6,3,8,71
7726,nombreA7726,apellidoA7726,45232,176.31,Activo,43549,35,67,65,53,90,40,83,39,44,9,82,33,95,45,56,5,37,42,13,20,93,83,40,49,38,9,43,23,54,31,64,76,50,92,68,4,97,78,14,14,88,77,26
7727,nombreA7727,apellidoA7727,45262,177.56,Activo,43550,57,85,85,81,80,36,96,53,64,68,18,15,66,27,26,97,55,31,65,81,37,69,79,72,33,64,0,3,98,79,33,77,34,7,20,74,57,61,70,7,23,84,85
7728,nombreA7728,apellidoA7728,45293,178.81,Activo,43551,9,80,79,70,83,12,66,57,75,19,81,31,55,79,11,49,37,70,85,45,57,19,41,79,19,57,7,68,90,54,2,99,55,11,23,46,78,70,83,67,19,78,4
7729,nombreA7729,apellidoA7729,45324,180.06,Activo,43552,82,20,61,88,4,98,58,61,19,84,91,85,14,30,83,11,39,93,50,18,58,1,78,39,41,2,43,58,39,84,72,60,46,42,72,60,56,63,75,55,17,87,77
7730,nombreA7730,apellidoA7730,45353,181.31,Activo,43553,21,22,27,11,1,51,37,39,25,19,95,97,22,64,88,70,24,64,84,62,0,23,8,78,86,64,91,74,76,60,43,79,62,6,70,97,19,61,14,12,58,93,0
7731,nombreA7731,apellidoA7731,45384,182.56,Activo,43554,21,76,19,30,34,72,52,47,7,7,90,67,62,24,11,76,70,59,42,70,54,33,81,32,14,86,65,11,53,1,53,92,24,55,49,85,78,76,72,42,80,72,75
7732,nombreA7732,apellidoA7732,45414,183.81,Activo,43555,43,67,55,42,39,66,47,72,92,80,28,78,28,45,57,97,16,12,83,59,91,34,15,37,32,51,41,23,34,39,11,9,47,12,27,37,14,99,9,86,19,5,3
7733,nombreA7733,apellidoA7733,45445,185.06,Activo,43556,63,78,50,21,58,74,61,2,6,15,82,35,39,23,93,72,90,93,89,54,56,52,31,24,30,32,61,54,83,47,33,57,14,78,28,90,71,79,83,33,96,2,56
7734,nombreA7734,apellidoA7734,45475,186.31,Activo,43557,43,96,32,55,83,93,53,92,79,12,8,74,96,7,28,51,54,9,25,43,72,45,6,47,13,45,26,43,22,56,85,5,16,55,35,72,45,2,13,6,18,60,84
7735,nombreA7735,apellidoA7735,45506,187.56,Activo,43558,88,27,10,85,16,70,49,7,4,49,39,86,37,34,97,64,44,14,59,0,87,8,24,47,35,14,21,83,91,24,59,95,72,9,44,15,31,86,51,90,86,69,13
7736,nombreA7736,apellidoA7736,45537,188.81,Activo,43559,45,83,18,16,19,80,80,17,25,63,92,89,0,82,73,67,59,74,30,63,26,9,93,63,46,62,15,52,22,72,38,42,15,38,6,97,15,86,12,33,58,86,21
7737,nombreA7737,apellidoA7737,45567,190.06,Activo,43560,8,83,81,36,50,17,97,77,87,70,69,25,99,99,58,29,23,15,92,16,55,67,34,48,27,98,31,14,65,1,4,73,48,97,89,6,38,10,1,34,4,79,95
7738,nombreA7738,apellidoA7738,45598,191.31,Activo,43561,92,17,68,34,55,38,61,33,83,81,59,13,2,65,79,27,48,3,36,50,18,60,41,55,92,71,28,92,62,35,53,88,47,68,13,79,14,97,44,43,94,47,68
7739,nombreA7739,apellidoA7739,45628,192.56,Activo,43562,40,48,34,38,50,23,54,15,93,81,11,83,68,34,7,36,5,36,92,6,73,51,66,92,71,72,42,23,11,11,25,11,91,64,57,93,24,22,96,40,66,75,34
7740,nombreA7740,apellidoA7740,45659,193.81,Activo,43563,13,13,20,54,96,7,5,59,61,73,77,0,93,95,6,61,68,78,6,17,26,21,61,64,38,82,32,31,78,51,19,51,62,18,83,48,67,36,95,48,8,40,15
7741,nombreA7741,apellidoA7741,45690,195.06,Activo,43564,97,55,88,72,57,34,60,60,98,60,50,32,21,5,47,70,9,95,8,82,7,51,53,47,72,63,2,34,44,11,1,61,8,86,23,61,25,45,75,94,39,93,95
7742,nombreA7742,apellidoA7742,45718,196.31,Activo,43565,6,40,77,23,26,44,15,80,10,18,88,83,26,28,45,72,7,69,29,95,83,77,20,28,16,23,41,72,79,87,82,49,27,31,69,53,66,13,70,83,35,42,65
7743,nombreA7743,apellidoA7743,45749,197.56,Activo,43566,12,56,96,0,26,22,65,56,19,33,53,92,56,82,27,9,94,40,13,67,44,84,54,71,20,27,56,80,13,37,26,12,39,4,71,18,83,20,55,44,10,16,63
7744,nombreA7744,apellidoA7744,45779,198.81,Activo,43567,83,80,58,99,68,62,55,39,23,69,59,58,9,7,27,1,75,94,89,85,48,62,90,46,46,55,40,66,42,36,73,16,20,24,76,61,39,34,2,42,14,25,0
7745,nombreA7745,apellidoA7745,45810,200.06,Activo,43568,89,78,95,49,58,44,78,24,96,34,90,27,61,91,68,9,27,71,84,84,80,31,33,93,83,51,80,94,75,27,27,60,98,25,57,96,81,62,23,49,50,96,42
7746,nombreA7746,apellidoA7746,45840,201.31,Activo,43569,84,43,56,66,27,38,29,39,47,65,77,21,54,34,73,49,23,64,59,5,91,54,57,70,68,68,81,50,38,15,97,11,87,35,16,53,1,37,73,16,73,7,68
7747,nombreA7747,apellidoA7747,45871,202.56,Activo,43570,5,60,51,20,51,31,39,1,92,73,98,99,17,32,0,81,66,96,93,62,28,30,88,46,54,98,56,5,2,36,16,79,0,91,32,22,66,60,87,76,88,44,30
7748,nombreA7748,apellidoA7748,45902,203.81,Activo,43571,32,21,17,17,38,39,89,36,7,89,19,51,79,81,18,65,59,54,5,69,10,1,28,29,66,64,34,19,83,89,26,35,69,28,42,0,28,8,61,18,11,7,23
7749,nombreA7749,apellidoA7749,45932,205.06,Activo,43572,13,43,25,47,69,9,40,41,96,79,94,30,60,86,66,44,36,67,70,59,94,50,10,24,20,73,38,45,28,43,38,38,51,32,97,48,62,53,19,31,61,77,82
7750,nombreA7750,apellidoA7750,45963,206.31,Activo,43573,46,39,89,34,60,40,97,56,86,51,80,58,1,24,90,6,38,84,78,10,81,88,52,85,12,19,16,70,96,41,21,18,35,19,59,94,19,77,49,92,77,75,12
7751,nombreA7751,apellidoA7751,45993,207.56,Activo,43574,39,1,61,20,11,34,24,28,10,59,19,4,64,73,85,41,6,3,57,19,33,56,27,3,50,68,32,48,41,70,27,13,20,79,57,0,26,82,66,61,14,89,86
7752,nombreA7752,apellidoA7752,46024,208.81,Activo,43575,7,0,39,25,30,49,98,1,42,88,83,98,18,93,79,63,86,43,83,12,18,81,88,12,76,33,45,94,52,64,93,33,72,48,47,32,70,85,69,52,12,49,92
7753,nombreA7753,apellidoA7753,46055,210.06,Activo,43576,84,98,63,4,98,52,50,98,51,61,99,61,39,70,77,82,39,48,55,66,15,24,7,46,40,32,53,8,29,5,59,32,95,95,53,86,43,4,19,44,58,63,46
7754,nombreA7754,apellidoA7754,46083,211.31,Activo,43577,30,1,56,19,12,86,76,35,70,76,75,64,90,2,10,62,57,60,52,27,53,98,14,86,65,55,15,4,63,93,7,58,74,1,66,43,34,44,6,2,9,14,43
7755,nombreA7755,apellidoA7755,46114,212.56,Activo,43578,60,52,36,42,71,7,99,60,72,2,26,66,61,76,11,24,74,98,19,71,36,51,67,95,26,97,32,68,23,8,17,11,89,93,35,17,19,82,43,60,97,97,22
7756,nombreA7756,apellidoA7756,46144,213.81,Activo,43579,91,0,66,84,87,43,73,88,58,11,83,71,98,12,97,81,21,12,3,72,5,72,54,61,8,93,50,39,89,98,10,97,70,60,78,17,41,39,82,96,90,66,62
7757,nombreA7757,apellidoA7757,46175,215.06,Activo,43580,19,65,1,16,2,80,52,31,13,61,59,75,73,78,28,85,1,2,53,21,82,42,49,22,59,53,82,79,8,11,73,37,91,46,66,19,33,28,70,88,5,54,49
7758,nombreA7758,apellidoA7758,46205,216.31,Activo,43581,8,10,28,2,36,2,11,65,51,47,80,81,76,14,61,98,41,20,95,4,6,36,89,2,83,2,21,25,13,69,0,22,75,11,71,66,49,79,99,43,42,18,63
7759,nombreA7759,apellidoA7759,46236,217.56,Activo,43582,53,65,7,68,40,45,8,61,69,11,83,78,36,36,6,92,77,6,47,40,62,25,17,86,47,31,86,31,79,11,31,84,20,62,80,10,98,35,72,47,86,89,74
7760,nombreA7760,apellidoA7760,46267,218.81,Activo,43583,64,74,10,75,12,43,10,26,34,54,21,29,36,79,70,28,35,30,35,85,79,79,53,20,82,8,89,1,82,20,97,8,31,96,54,95,65,72,49,98,72,18,62
7761,nombreA7761,apellidoA7761,46297,220.06,Activo,43584,4,50,17,99,5,40,73,48,37,50,2,5,6,94,46,1,58,41,36,47,58,51,27,69,20,8,32,19,26,37,61,35,25,31,30,81,19,37,47,27,56,7,41
7762,nombreA7762,apellidoA7762,46328,221.31,Activo,43585,37,76,48,28,92,16,38,25,55,11,0,32,16,47,86,15,26,40,95,41,62,62,42,59,90,91,72,17,51,96,16,1,13,50,14,3,22,74,0,86,55,17,34
7763,nombreA7763,apellidoA7763,46358,222.56,Activo,43586,15,43,25,17,92,22,72,56,54,42,57,65,62,27,32,64,29,48,5,37,96,41,67,12,64,62,45,37,10,51,30,7,68,43,32,67,15,58,18,15,16,91,56
7764,nombreA7764,apellidoA7764,46389,223.81,Activo,43587,48,0,76,20,95,11,98,25,56,91,98,50,29,68,14,2,12,40,51,46,77,36,70,80,77,52,50,46,87,85,43,62,29,35,10,36,75,4,22,43,7,56,50
7765,nombreA7765,apellidoA7765,46420,225.06,Activo,43588,50,55,76,79,29,44,31,42,79,42,11,12,32,15,67,72,1,52,9,44,8,43,55,20,72,25,52,78,28,79,50,58,63,53,46,15,82,60,96,68,56,16,83
7766,nombreA7766,apellidoA7766,46448,226.31,Activo,43589,29,26,81,25,4,90,36,24,91,54,70,93,95,38,43,32,21,7,73,63,85,17,86,79,93,27,27,46,64,9,29,90,61,38,18,5,78,34,50,17,65,87,93
7767,nombreA7767,apellidoA7767,46479,227.56,Activo,43590,87,5,87,49,37,21,96,3,26,54,95,71,59,4,26,81,92,47,57,95,95,70,71,60,80,21,11,5,80,66,14,70,80,79,62,62,91,5,29,9,74,31,85
7768,nombreA7768,apellidoA7768,46509,228.81,Activo,43591,34,38,28,58,18,6,69,33,69,51,11,26,70,46,85,45,79,7,90,78,50,6,75,24,6,75,8,10,79,23,32,69,48,34,96,45,78,63,64,88,41,75,3
7769,nombreA7769,apellidoA7769,46540,230.06,Activo,43592,48,43,86,7,50,52,91,72,48,39,72,22,56,77,80,18,25,77,96,24,60,25,97,98,46,9,17,85,41,17,71,94,85,60,55,86,24,76,13,24,12,85,50
7770,nombreA7770,apellidoA7770,46570,231.31,Activo,43593,77,16,62,57,83,24,89,87,19,47,47,77,35,56,20,63,97,96,64,48,80,62,12,59,84,70,30,82,28,2,55,75,63,26,97,59,28,7,17,33,16,8,50
7771,nombreA7771,apellidoA7771,46601,232.56,Activo,43594,85,36,26,23,65,62,75,74,38,9,88,61,59,11,44,41,49,88,84,32,99,0,56,41,37,41,64,53,90,1,53,13,26,62,84,9,93,84,8,8,58,31,11
7772,nombreA7772,apellidoA7772,46632,233.81,Activo,43595,97,29,1,6,73,97,73,23,71,25,5,59,70,60,21,76,12,21,58,45,52,43,99,97,77,27,90,35,67,26,54,56,64,79,87,70,43,86,62,89,50,40,75
7773,nombreA7773,apellidoA7773,46662,235.06,Activo,43596,58,5,83,48,50,96,89,10,42,70,47,48,46,36,55,4,5,81,81,52,73,66,8,90,46,27,17,67,69,71,39,61,39,54,48,49,69,25,53,2,52,55,14
7774,nombreA7774,apellidoA7774,46693,236.31,Activo,43597,3,20,20,55,2,30,64,12,93,87,31,40,78,83,86,32,24,6,43,20,85,86,37,0,60,63,69,67,42,63,70,94,60,14,53,4,33,51,42,75,8,92,67
7775,nombreA7775,apellidoA7775,46723,237.56,Activo,43598,3,98,76,90,33,92,68,42,67,95,4,81,21,6,39,63,86,73,84,45,1,91,9,11,87,12,2,9,51,67,46,31,90,81,73,13,30,97,28,24,39,58,10
7776,nombreA7776,apellidoA7776,46754,238.81,Activo,43599,55,48,81,38,43,83,26,19,15,29,22,60,92,43,1,39,86,1,63,93,70,99,26,30,6,84,52,29,70,99,68,0,17,3,40,21,33,43,95,62,64,65,12
7777,nombreA7777,apellidoA7777,43863,120.05,Activo,43600,37,37,80,25,80,74,21,20,83,58,46,70,47,75,74,45,91,29,26,1,56,19,35,13,94,93,33,79,46,81,63,36,68,3,71,20,56,57,82,98,8,53,15
7778,nombreA7778,apellidoA7778,43892,121.33,Activo,43601,80,42,43,76,26,33,88,42,27,19,53,53,57,67,30,62,77,44,83,79,20,51,48,55,19,35,50,40,26,11,90,57,67,51,75,28,93,69,40,55,2,7,78
7779,nombreA7779,apellidoA7779,43923,122.55,Activo,43602,31,88,11,27,28,88,70,33,71,68,27,55,75,75,6,89,48,33,7,46,50,80,0,13,21,54,31,71,89,15,24,96,1,64,61,90,87,44,51,41,19,98,47
7780,nombreA7780,apellidoA7780,43953,123.81,Activo,43603,94,44,27,50,15,57,15,48,64,9,81,91,18,31,37,12,61,16,59,45,41,43,2,52,63,10,89,86,10,82,35,11,37,60,77,10,38,26,59,22,75,27,89
7781,nombreA7781,apellidoA7781,43984,125.06,Activo,43604,78,71,71,79,96,32,5,8,81,33,87,60,36,37,33,90,12,34,26,47,26,59,71,85,11,52,30,7,36,82,52,57,90,7,0,19,90,37,90,80,78,62,30
7782,nombreA7782,apellidoA7782,44014,126.31,Activo,43605,28,54,22,61,7,21,93,51,14,71,29,24,12,61,48,49,71,18,75,51,39,41,0,57,73,94,36,82,88,70,11,49,54,84,79,3,62,93,21,74,64,46,22
7783,nombreA7783,apellidoA7783,44045,127.56,Activo,43606,6,30,39,35,68,79,20,92,50,45,87,61,76,7,99,8,56,39,97,25,19,42,86,38,15,90,27,23,15,21,57,62,58,29,36,98,67,98,54,27,6,69,45
7784,nombreA7784,apellidoA7784,44076,128.81,Activo,43607,74,2,59,30,50,43,50,62,57,10,40,41,9,0,29,68,78,80,66,51,57,37,60,56,36,25,69,79,42,7,22,67,99,78,30,22,95,43,43,33,64,28,26
7785,nombreA7785,apellidoA7785,44106,130.06,Activo,43608,86,47,45,76,29,98,3,56,85,59,76,57,24,47,94,89,4,63,22,71,25,69,12,36,69,60,5,46,70,95,75,21,99,67,77,12,97,32,52,28,79,3,0
7786,nombreA7786,apellidoA7786,44137,131.31,Activo,43609,73,6,87,64,31,31,41,60,9,6,90,83,10,10,55,23,95,84,59,65,98,13,67,7,71,68,12,60,31,88,55,23,60,47,8,30,94,71,5,1,27,17,16
7787,nombreA7787,apellidoA7787,44167,132.56,Activo,43610,77,87,61,51,97,13,30,74,69,11,73,1,34,8,86,55,59,1,95,39,20,6,31,6,17,59,17,75,76,24,37,61,19,0,92,38,65,1,3,58,10,64,46
7788,nombreA7788,apellidoA7788,44198,133.81,Activo,43611,27,92,37,35,60,33,27,75,17,80,0,48,59,76,31,69,99,51,54,69,41,69,27,35,38,5,5,0,58,31,88,62,0,73,50,68,43,57,13,73,4,52,71
7789,nombreA7789,apellidoA7789,44229,135.06,Activo,43612,2,58,83,14,90,26,20,67,6,17,76,34,76,56,95,36,80,8,40,41,80,36,71,84,72,57,91,38,44,24,89,88,67,12,77,67,56,93,15,4,68,70,60
7790,nombreA7790,apellidoA7790,44257,136.31,Activo,43613,10,83,40,75,4,20,13,8,47,9,32,84,94,35,43,48,12,94,96,47,1,86,89,32,3,36,28,25,32,8,70,94,35,46,68,88,59,41,13,80,69,91,61
7791,nombreA7791,apellidoA7791,44288,137.56,Activo,43614,4,32,22,16,16,92,62,67,70,77,78,34,31,41,6,89,88,11,57,38,21,11,52,28,90,31,10,25,37,59,28,0,14,93,66,17,3,4,10,57,65,14,21
7792,nombreA7792,apellidoA7792,44318,138.81,Activo,43615,20,92,20,53,88,7,47,47,64,54,82,20,50,70,27,74,20,94,34,97,75,87,81,85,13,70,56,43,61,60,61,23,71,58,94,66,86,48,56,90,97,50,23
7793,nombreA7793,apellidoA7793,44349,140.06,Activo,43616,79,39,44,43,24,78,52,17,25,83,95,34,88,31,33,16,48,11,15,82,10,31,43,40,75,75,97,42,14,98,11,8,13,27,3,84,55,31,73,63,59,44,60
7794,nombreA7794,apellidoA7794,44379,141.31,Activo,43617,6,1,24,75,4,45,86,59,4,40,82,97,60,84,84,81,37,28,26,9,99,84,39,10,12,26,77,30,11,90,22,53,24,91,36,96,26,67,33,85,10,4,41
7795,nombreA7795,apellidoA7795,44410,142.56,Activo,43618,80,3,40,8,15,14,50,83,40,99,81,52,37,96,13,61,5,20,38,82,51,2,2,77,85,92,3,60,69,25,20,38,21,99,53,51,42,77,89,83,34,97,35
7796,nombreA7796,apellidoA7796,44441,143.81,Activo,43619,62,74,52,45,89,44,29,25,22,2,88,35,55,10,51,24,69,57,81,20,7,41,7,75,86,82,92,91,31,69,65,68,73,28,74,84,22,18,62,63,73,69,80
7797,nombreA7797,apellidoA7797,44471,145.06,Activo,43620,16,30,17,94,56,49,7,18,55,17,43,67,77,18,61,73,87,0,64,0,91,24,31,57,39,3,86,70,50,5,2,14,33,62,25,34,94,34,14,17,90,94,40
7798,nombreA7798,apellidoA7798,44502,146.31,Activo,43621,95,93,25,9,24,29,61,97,36,73,6,75,39,69,7,57,58,83,77,21,82,81,99,54,69,54,93,83,19,68,71,55,40,36,78,0,71,75,11,52,41,74,11
7799,nombreA7799,apellidoA7799,44532,147.56,Activo,43622,56,71,36,54,38,43,89,95,75,26,40,94,9,48,55,9,70,86,53,21,20,37,51,18,71,6,96,86,2,37,33,43,23,79,78,65,80,45,28,82,77,27,80
7800,nombreA7800,apellidoA7800,44563,148.81,Activo,43623,47,61,69,50,18,97,45,21,81,26,34,43,0,68,85,92,73,33,5,87,58,77,35,22,86,4,86,31,87,37,83,63,71,24,2,16,63,23,19,32,47,40,75
7801,nombreA7801,apellidoA7801,44594,150.06,Activo,43624,83,29,89,9,88,64,20,18,15,91,1,83,36,56,85,91,18,19,85,83,40,38,64,82,74,63,20,61,10,60,95,50,46,67,90,85,74,88,26,49,12,24,53
7802,nombreA7802,apellidoA7802,44622,151.31,Activo,43625,19,40,0,66,52,49,27,26,8,77,92,36,11,74,14,99,88,26,8,33,41,88,78,80,18,28,89,48,51,71,86,20,58,54,20,48,57,99,17,6,59,99,51
7803,nombreA7803,apellidoA7803,44653,152.56,Activo,43626,28,51,21,96,42,3,62,7,45,72,54,98,40,80,52,37,53,4,72,63,10,0,61,47,50,86,72,53,48,2,12,84,79,37,68,54,4,89,20,99,28,5,29
7804,nombreA7804,apellidoA7804,44683,153.81,Activo,43627,80,47,70,77,59,43,22,59,24,85,28,19,2,64,99,49,27,98,56,76,62,56,19,32,79,11,71,75,77,70,46,38,20,56,67,46,10,16,99,36,91,12,47
7805,nombreA7805,apellidoA7805,44714,155.06,Activo,43628,91,31,11,20,17,96,61,96,62,55,41,64,55,84,55,8,46,10,61,95,61,85,77,30,91,9,39,67,32,11,91,0,24,47,0,22,45,3,37,67,55,86,94
7806,nombreA7806,apellidoA7806,44744,156.31,Activo,43629,78,82,17,63,84,56,53,18,62,49,24,86,4,21,38,96,8,33,64,98,99,59,79,34,71,48,42,30,96,90,79,25,35,16,63,87,66,15,91,93,77,81,4
7807,nombreA7807,apellidoA7807,44775,157.56,Activo,43630,71,19,68,15,4,44,47,14,22,82,7,37,71,75,64,51,16,36,67,92,15,94,28,74,98,85,32,55,72,93,80,54,22,39,87,81,17,50,24,1,77,52,12
7808,nombreA7808,apellidoA7808,44806,158.81,Activo,43631,97,31,88,14,89,31,88,12,59,70,71,10,9,34,10,67,87,8,56,21,13,55,91,91,58,63,79,48,40,36,39,46,84,82,28,45,17,29,9,68,93,90,62
7809,nombreA7809,apellidoA7809,44836,160.06,Activo,43632,43,96,12,57,78,37,88,83,75,4,11,12,65,55,61,21,10,44,13,2,10,93,73,10,7,65,67,79,79,35,90,93,90,78,48,9,28,13,28,93,88,74,20
7810,nombreA7810,apellidoA7810,44867,161.31,Activo,43633,82,58,88,33,9,96,89,22,46,64,86,15,10,66,56,28,87,48,13,74,27,81,8,58,21,67,96,73,7,11,79,13,50,61,63,85,15,64,7,17,27,97,32
7811,nombreA7811,apellidoA7811,44897,162.56,Activo,43634,83,55,50,1,93,98,89,96,85,34,44,91,53,83,87,63,37,66,50,11,54,54,66,55,70,55,81,11,28,73,34,72,52,57,9,31,84,27,88,94,9,8,63
7812,nombreA7812,apellidoA7812,44928,163.81,Activo,43635,58,47,60,82,61,29,28,63,67,33,90,20,52,58,98,32,54,38,48,69,40,0,70,48,29,12,78,76,50,73,48,78,78,33,8,92,69,95,36,3,41,88,38
7813,nombreA7813,apellidoA7813,44959,165.06,Activo,43636,92,52,93,76,23,32,44,82,31,2,46,38,97,40,90,4,29,40,95,11,44,92,11,88,29,67,60,48,40,51,94,65,46,51,67,86,73,80,27,12,33,1,40
7814,nombreA7814,apellidoA7814,44987,166.31,Activo,43637,1,45,37,41,47,44,89,16,56,73,9,39,69,89,92,90,18,71,30,61,99,36,59,29,29,39,70,1,50,6,56,47,76,31,3,96,67,2,16,85,45,79,0
7815,nombreA7815,apellidoA7815,45018,167.56,Activo,43638,43,65,94,96,20,8,59,84,58,19,93,30,0,82,40,1,84,91,95,22,76,10,27,91,58,26,44,79,73,6,23,71,73,16,48,22,9,19,61,46,97,88,23
