identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
860,nombreA92,apellidoA92,46632,233.81,Activo,43595,97,29,1,6,73,97,73,23,71,25,5,59,70,60,21,76,12,21,58,45,52,43,99,97,77,27,90,35,67,26,54,56,64,79,87,70,43,86,62,89,50,40,75
861,nombreA93,apellidoA93,46662,235.06,Activo,43596,58,5,83,48,50,96,89,10,42,70,47,48,46,36,55,4,5,81,81,52,73,66,8,90,46,27,17,67,69,71,39,61,39,54,48,49,69,25,53,2,52,55,14
862,nombreA94,apellidoA94,46693,236.31,Activo,43597,3,20,20,55,2,30,64,12,93,87,31,40,78,83,86,32,24,6,43,20,85,86,37,0,60,63,69,67,42,63,70,94,60,14,53,4,33,51,42,75,8,92,67
863,nombreA95,apellidoA95,46723,237.56,Activo,43598,3,98,76,90,33,92,68,42,67,95,4,81,21,6,39,63,86,73,84,45,1,91,9,11,87,12,2,9,51,67,46,31,90,81,73,13,30,97,28,24,39,58,10
864,nombreA96,apellidoA96,46754,238.81,Activo,43599,55,48,81,38,43,83,26,19,15,29,22,60,92,43,1,39,86,1,63,93,70,99,26,30,6,84,52,29,70,99,68,0,17,3,40,21,33,43,95,62,64,65,12
865,nombreA1,apellidoA1,43863,120.05,Activo,43600,37,37,80,25,80,74,21,20,83,58,46,70,47,75,74,45,91,29,26,1,56,19,35,13,94,93,33,79,46,81,63,36,68,3,71,20,56,57,82,98,8,53,15
866,nombreA2,apellidoA2,43892,121.33,Activo,43601,80,42,43,76,26,33,88,42,27,19,53,53,57,67,30,62,77,44,83,79,20,51,48,55,19,35,50,40,26,11,90,57,67,51,75,28,93,69,40,55,2,7,78
867,nombreA3,apellidoA3,43923,122.55,Activo,43602,31,88,11,27,28,88,70,33,71,68,27,55,75,75,6,89,48,33,7,46,50,80,0,13,21,54,31,71,89,15,24,96,1,64,61,90,87,44,51,41,19,98,47
868,nombreA4,apellidoA4,43953,123.81,Activo,43603,94,44,27,50,15,57,15,48,64,9,81,91,18,31,37,12,61,16,59,45,41,43,2,52,63,10,89,86,10,82,35,11,37,60,77,10,38,26,59,22,75,27,89
869,nombreA5,apellidoA5,43984,125.06,Activo,43604,78,71,71,79,96,32,5,8,81,33,87,60,36,37,33,90,12,34,26,47,26,59,71,85,11,52,30,7,36,82,52,57,90,7,0,19,90,37,90,80,78,62,30
870,nombreA6,apellidoA6,44014,126.31,Activo,43605,28,54,22,61,7,21,93,51,14,71,29,24,12,61,48,49,71,18,75,51,39,41,0,57,73,94,36,82,88,70,11,49,54,84,79,3,62,93,21,74,64,46,22
871,nombreA7,apellidoA7,44045,127.56,Activo,43606,6,30,39,35,68,79,20,92,50,45,87,61,76,7,99,8,56,39,97,25,19,42,86,38,15,90,27,23,15,21,57,62,58,29,36,98,67,98,54,27,6,69,45
872,nombreA8,apellidoA8,44076,128.81,Activo,43607,74,2,59,30,50,43,50,62,57,10,40,41,9,0,29,68,78,80,66,51,57,37,60,56,36,25,69,79,42,7,22,67,99,78,30,22,95,43,43,33,64,28,26
873,nombreA9,apellidoA9,44106,130.06,Activo,43608,86,47,45,76,29,98,3,56,85,59,76,57,24,47,94,89,4,63,22,71,25,69,12,36,69,60,5,46,70,95,75,21,99,67,77,12,97,32,52,28,79,3,0
874,nombreA10,apellidoA10,44137,131.31,Activo,43609,73,6,87,64,31,31,41,60,9,6,90,83,10,10,55,23,95,84,59,65,98,13,67,7,71,68,12,60,31,88,55,23,60,47,8,30,94,71,5,1,27,17,16
875,nombreA11,apellidoA11,44167,132.56,Activo,43610,77,87,61,51,97,13,30,74,69,11,73,1,34,8,86,55,59,1,95,39,20,6,31,6,17,59,17,75,76,24,37,61,19,0,92,38,65,1,3,58,10,64,46
876,nombreA12,apellidoA12,44198,133.81,Activo,43611,27,92,37,35,60,33,27,75,17,80,0,48,59,76,31,69,99,51,54,69,41,69,27,35,38,5,5,0,58,31,88,62,0,73,50,68,43,57,13,73,4,52,71
877,nombreA13,apellidoA13,44229,135.06,Activo,43612,2,58,83,14,90,26,20,67,6,17,76,34,76,56,95,36,80,8,40,41,80,36,71,84,72,57,91,38,44,24,89,88,67,12,77,67,56,93,15,4,68,70,60
878,nombreA14,apellidoA14,44257,136.31,Activo,43613,10,83,40,75,4,20,13,8,47,9,32,84,94,35,43,48,12,94,96,47,1,86,89,32,3,36,28,25,32,8,70,94,35,46,68,88,59,41,13,80,69,91,61
879,nombreA15,apellidoA15,44288,137.56,Activo,43614,4,32,22,16,16,92,62,67,70,77,78,34,31,41,6,89,88,11,57,38,21,11,52,28,90,31,10,25,37,59,28,0,14,93,66,17,3,4,10,57,65,14,21
880,nombreA16,apellidoA16,44318,138.81,Activo,43615,20,92,20,53,88,7,47,47,64,54,82,20,50,70,27,74,20,94,34,97,75,87,81,85,13,70,56,43,61,60,61,23,71,58,94,66,86,48,56,90,97,50,23
881,nombreA17,apellidoA17,44349,140.06,Activo,43616,79,39,44,43,24,78,52,17,25,83,95,34,88,31,33,16,48,11,15,82,10,31,43,40,75,75,97,42,14,98,11,8,13,27,3,84,55,31,73,63,59,44,60
882,nombreA18,apellidoA18,44379,141.31,Activo,43617,6,1,24,75,4,45,86,59,4,40,82,97,60,84,84,81,37,28,26,9,99,84,39,10,12,26,77,30,11,90,22,53,24,91,36,96,26,67,33,85,10,4,41
883,nombreA19,apellidoA19,44410,142.56,Activo,43618,80,3,40,8,15,14,50,83,40,99,81,52,37,96,13,61,5,20,38,82,51,2,2,77,85,92,3,60,69,25,20,38,21,99,53,51,42,77,89,83,34,97,35
884,nombreA20,apellidoA20,44441,143.81,Activo,43619,62,74,52,45,89,44,29,25,22,2,88,35,55,10,51,24,69,57,81,20,7,41,7,75,86,82,92,91,31,69,65,68,73,28,74,84,22,18,62,63,73,69,80
885,nombreA21,apellidoA21,44471,145.06,Activo,43620,16,30,17,94,56,49,7,18,55,17,43,67,77,18,61,73,87,0,64,0,91,24,31,57,39,3,86,70,50,5,2,14,33,62,25,34,94,34,14,17,90,94,40
886,nombreA22,apellidoA22,44502,146.31,Activo,43621,95,93,25,9,24,29,61,97,36,73,6,75,39,69,7,57,58,83,77,21,82,81,99,54,69,54,93,83,19,68,71,55,40,36,78,0,71,75,11,52,41,74,11
887,nombreA23,apellidoA23,44532,147.56,Activo,43622,56,71,36,54,38,43,89,95,75,26,40,94,9,48,55,9,70,86,53,21,20,37,51,18,71,6,96,86,2,37,33,43,23,79,78,65,80,45,28,82,77,27,80
888,nombreA24,apellidoA24,44563,148.81,Activo,43623,47,61,69,50,18,97,45,21,81,26,34,43,0,68,85,92,73,33,5,87,58,77,35,22,86,4,86,31,87,37,83,63,71,24,2,16,63,23,19,32,47,40,75
889,nombreA25,apellidoA25,44594,150.06,Activo,43624,83,29,89,9,88,64,20,18,15,91,1,83,36,56,85,91,18,19,85,83,40,38,64,82,74,63,20,61,10,60,95,50,46,67,90,85,74,88,26,49,12,24,53
890,nombreA26,apellidoA26,44622,151.31,Activo,43625,19,40,0,66,52,49,27,26,8,77,92,36,11,74,14,99,88,26,8,33,41,88,78,80,18,28,89,48,51,71,86,20,58,54,20,48,57,99,17,6,59,99,51
891,nombreA27,apellidoA27,44653,152.56,Activo,43626,28,51,21,96,42,3,62,7,45,72,54,98,40,80,52,37,53,4,72,63,10,0,61,47,50,86,72,53,48,2,12,84,79,37,68,54,4,89,20,99,28,5,29
892,nombreA28,apellidoA28,44683,153.81,Activo,43627,80,47,70,77,59,43,22,59,24,85,28,19,2,64,99,49,27,98,56,76,62,56,19,32,79,11,71,75,77,70,46,38,20,56,67,46,10,16,99,36,91,12,47
893,nombreA29,apellidoA29,44714,155.06,Activo,43628,91,31,11,20,17,96,61,96,62,55,41,64,55,84,55,8,46,10,61,95,61,85,77,30,91,9,39,67,32,11,91,0,24,47,0,22,45,3,37,67,55,86,94
894,nombreA30,apellidoA30,44744,156.31,Activo,43629,78,82,17,63,84,56,53,18,62,49,24,86,4,21,38,96,8,33,64,98,99,59,79,34,71,48,42,30,96,90,79,25,35,16,63,87,66,15,91,93,77,81,4
895,nombreA31,apellidoA31,44775,157.56,Activo,43630,71,19,68,15,4,44,47,14,22,82,7,37,71,75,64,51,16,36,67,92,15,94,28,74,98,85,32,55,72,93,80,54,22,39,87,81,17,50,24,1,77,52,12
896,nombreA32,apellidoA32,44806,158.81,Activo,43631,97,31,88,14,89,31,88,12,59,70,71,10,9,34,10,67,87,8,56,21,13,55,91,91,58,63,79,48,40,36,39,46,84,82,28,45,17,29,9,68,93,90,62
897,nombreA33,apellidoA33,44836,160.06,Activo,43632,43,96,12,57,78,37,88,83,75,4,11,12,65,55,61,21,10,44,13,2,10,93,73,10,7,65,67,79,79,35,90,93,90,78,48,9,28,13,28,93,88,74,20
898,nombreA34,apellidoA34,44867,161.31,Activo,43633,82,58,88,33,9,96,89,22,46,64,86,15,10,66,56,28,87,48,13,74,27,81,8,58,21,67,96,73,7,11,79,13,50,61,63,85,15,64,7,17,27,97,32
899,nombreA35,apellidoA35,44897,162.56,Activo,43634,83,55,50,1,93,98,89,96,85,34,44,91,53,83,87,63,37,66,50,11,54,54,66,55,70,55,81,11,28,73,34,72,52,57,9,31,84,27,88,94,9,8,63
900,nombreA36,apellidoA36,44928,163.81,Activo,43635,58,47,60,82,61,29,28,63,67,33,90,20,52,58,98,32,54,38,48,69,40,0,70,48,29,12,78,76,50,73,48,78,78,33,8,92,69,95,36,3,41,88,38
901,nombreA37,apellidoA37,44959,165.06,Activo,43636,92,52,93,76,23,32,44,82,31,2,46,38,97,40,90,4,29,40,95,11,44,92,11,88,29,67,60,48,40,51,94,65,46,51,67,86,73,80,27,12,33,1,40
902,nombreA38,apellidoA38,44987,166.31,Activo,43637,1,45,37,41,47,44,89,16,56,73,9,39,69,89,92,90,18,71,30,61,99,36,59,29,29,39,70,1,50,6,56,47,76,31,3,96,67,2,16,85,45,79,0
903,nombreA39,apellidoA39,45018,167.56,Activo,43638,43,65,94,96,20,8,59,84,58,19,93,30,0,82,40,1,84,91,95,22,76,10,27,91,58,26,44,79,73,6,23,71,73,16,48,22,9,19,61,46,97,88,23
904,nombreA40,apellidoA40,45048,168.81,Activo,43639,62,95,84,21,53,92,7,6,92,37,63,59,84,85,63,18,82,8,52,38,60,40,17,64,23,57,85,70,89,81,18,90,94,76,10,90,53,0,94,14,75,4,56
905,nombreA41,apellidoA41,45079,170.06,Activo,43640,77,74,57,75,29,21,41,26,69,35,93,24,21,57,17,23,8,86,81,43,84,25,29,86,36,94,5,81,64,4,4,18,57,32,22,65,22,85,61,22,93,58,24
906,nombreA42,apellidoA42,45109,171.31,Activo,43641,58,41,1,88,24,98,91,5,1,51,65,67,58,9,87,32,83,28,3,60,34,91,17,51,26,6,79,18,4,95,67,25,74,36,21,49,59,22,49,97,51,38,96
907,nombreA43,apellidoA43,45140,172.56,Activo,43642,21,6,96,85,76,95,20,6,81,68,26,6,24,3,34,10,78,92,80,38,75,91,63,58,27,21,38,45,41,97,87,80,92,67,16,7,97,63,83,74,55,58,61
908,nombreA44,apellidoA44,45171,173.81,Activo,43643,87,44,34,52,53,63,54,65,82,86,22,27,98,34,35,39,23,60,91,67,99,55,44,71,82,87,73,55,95,35,88,22,89,43,53,80,73,61,79,24,59,42,45
909,nombreA45,apellidoA45,45201,175.06,Activo,43644,69,67,51,10,89,91,39,19,79,89,69,96,77,35,71,20,51,73,29,80,48,98,96,40,88,18,76,4,20,49,53,5,50,53,28,79,45,14,4,76,21,16,80
910,nombreA46,apellidoA46,45232,176.31,Activo,43645,48,9,17,3,83,98,95,75,25,48,31,75,31,7,44,39,19,92,46,23,64,18,50,95,11,35,99,92,28,26,24,53,10,52,62,5,60,83,36,53,72,5,36
911,nombreA47,apellidoA47,45262,177.56,Activo,43646,59,98,35,10,14,33,14,72,12,48,72,7,46,71,69,29,19,26,31,45,38,50,83,89,84,90,59,44,43,21,83,17,74,78,85,55,24,63,60,0,52,0,51
912,nombreA48,apellidoA48,45293,178.81,Activo,43647,18,16,87,38,0,26,92,19,36,79,2,37,44,22,59,29,70,31,19,47,24,35,57,52,88,0,2,92,1,46,63,72,66,22,34,66,58,79,32,6,34,22,83
913,nombreA49,apellidoA49,45324,180.06,Activo,43648,87,66,87,33,79,25,53,24,10,74,80,57,38,27,75,34,25,29,65,43,19,94,87,49,40,38,89,95,78,43,46,80,42,64,48,62,56,28,60,99,91,50,4
914,nombreA50,apellidoA50,45353,181.31,Activo,43649,48,53,57,59,15,61,65,36,33,5,6,57,55,69,88,37,13,13,64,18,4,57,25,37,39,38,90,80,86,95,98,16,59,73,12,39,93,58,51,20,90,97,83
915,nombreA51,apellidoA51,45384,182.56,Activo,43650,1,97,23,39,30,94,60,26,29,81,76,35,12,67,46,10,60,81,18,62,56,88,12,94,84,14,91,16,27,27,69,14,1,75,5,38,34,71,24,94,8,20,23
916,nombreA52,apellidoA52,45414,183.81,Activo,43651,11,65,52,83,62,27,7,61,85,62,9,10,75,57,26,85,31,7,78,31,60,67,84,98,99,84,6,27,47,78,67,74,86,85,10,90,90,32,40,11,32,72,35
917,nombreA53,apellidoA53,45445,185.06,Activo,43652,11,0,46,93,63,3,21,64,48,94,62,43,16,59,6,26,26,99,93,11,98,99,29,94,15,7,32,19,20,91,42,64,87,7,58,78,8,52,66,47,20,96,18
918,nombreA54,apellidoA54,45475,186.31,Activo,43653,42,58,41,10,53,23,52,66,50,6,69,53,32,66,30,47,42,88,78,52,7,78,10,31,22,48,78,95,22,8,26,2,37,73,82,45,62,37,17,77,43,11,15
919,nombreA55,apellidoA55,45506,187.56,Activo,43654,72,96,0,29,66,76,61,10,75,87,96,92,41,13,54,76,69,24,2,3,0,97,3,20,96,77,19,90,47,91,5,38,6,16,55,30,32,67,37,9,85,41,64
920,nombreA56,apellidoA56,45537,188.81,Activo,43655,91,40,30,46,97,14,4,55,9,91,4,89,31,96,38,53,78,75,81,55,72,81,0,85,36,91,4,77,69,26,69,68,63,14,24,96,98,48,3,2,85,63,27
921,nombreA57,apellidoA57,45567,190.06,Activo,43656,61,61,33,7,18,39,37,93,90,2,74,2,38,48,95,23,92,84,85,7,77,79,64,67,67,26,57,54,27,80,21,31,49,31,69,75,62,33,13,64,76,38,13
922,nombreA58,apellidoA58,45598,191.31,Activo,43657,81,8,29,36,7,80,38,11,60,26,31,51,39,28,13,59,49,46,55,36,44,57,94,53,87,80,0,34,96,2,73,14,88,46,41,36,84,91,57,55,57,11,88
923,nombreA59,apellidoA59,45628,192.56,Activo,43658,79,9,32,86,10,97,81,68,79,71,56,90,83,39,54,29,17,93,3,18,10,85,74,51,64,6,87,36,71,71,22,96,96,16,76,93,96,74,2,48,94,30,26
924,nombreA60,apellidoA60,45659,193.81,Activo,43659,66,5,29,66,31,86,72,95,42,82,57,56,77,15,24,7,18,51,62,80,35,57,73,16,71,61,25,64,19,81,7,69,48,55,6,75,51,21,66,28,83,89,98
925,nombreA61,apellidoA61,45690,195.06,Activo,43660,24,85,74,45,96,72,20,76,9,78,33,69,44,28,45,53,4,16,28,38,80,51,47,91,55,65,73,54,97,83,50,48,20,45,12,30,4,94,90,22,58,44,53
926,nombreA62,apellidoA62,45718,196.31,Activo,43661,62,80,57,25,22,97,51,36,28,46,64,2,63,36,31,42,2,16,50,35,18,96,0,84,38,57,15,70,64,73,9,96,43,90,23,54,15,10,77,79,71,70,19
927,nombreA63,apellidoA63,45749,197.56,Activo,43662,52,85,8,51,3,59,15,88,86,54,67,46,85,97,87,32,32,12,98,71,85,66,1,85,16,70,51,58,2,8,33,79,64,15,33,53,18,8,14,28,33,68,9
928,nombreA64,apellidoA64,45779,198.81,Activo,43663,98,31,69,17,90,72,50,34,90,44,71,49,6,14,99,83,86,63,41,36,99,48,38,76,23,82,87,48,96,8,54,25,40,97,90,75,65,50,56,72,65,60,13
929,nombreA65,apellidoA65,45810,200.06,Activo,43664,82,95,35,52,28,66,34,98,59,69,47,89,29,66,29,4,70,71,74,91,55,46,35,51,25,63,4,81,33,5,37,31,6,18,80,41,10,65,53,3,16,8,47
930,nombreA66,apellidoA66,45840,201.31,Activo,43665,36,71,67,17,67,82,45,53,25,95,77,41,79,29,56,95,34,58,12,88,75,11,92,17,48,2,99,40,89,98,69,16,69,18,28,41,40,40,94,94,89,62,48
931,nombreA67,apellidoA67,45871,202.56,Activo,43666,27,53,39,4,91,87,78,33,21,51,42,47,88,55,15,56,54,85,23,20,80,92,38,71,56,10,84,77,11,14,23,49,76,78,47,66,88,17,19,81,10,98,31
932,nombreA68,apellidoA68,45902,203.81,Activo,43667,17,93,23,92,81,78,72,14,35,85,52,54,12,3,13,11,92,97,48,74,93,80,90,79,69,68,76,45,60,46,21,75,84,13,68,22,32,89,74,46,67,91,56
933,nombreA69,apellidoA69,45932,205.06,Activo,43668,42,94,67,35,84,46,82,98,31,20,38,21,66,35,76,71,34,23,87,96,7,55,12,87,7,79,64,76,33,50,97,84,90,76,9,5,68,0,15,84,60,71,11
934,nombreA70,apellidoA70,45963,206.31,Activo,43669,23,25,36,51,42,46,78,82,52,67,15,17,88,33,37,58,39,79,28,63,96,94,68,74,95,39,18,80,6,99,9,33,1,73,20,36,90,10,36,96,29,0,40
935,nombreA71,apellidoA71,45993,207.56,Activo,43670,47,99,97,40,28,6,40,87,10,73,48,22,67,35,99,60,37,42,45,62,71,54,20,25,43,58,33,18,31,3,40,10,29,58,77,63,52,15,27,0,92,22,92
936,nombreA72,apellidoA72,46024,208.81,Activo,43671,80,76,47,20,2,31,7,30,8,3,66,85,35,92,53,8,26,19,38,41,62,41,80,38,93,50,24,71,78,21,78,30,25,63,96,77,71,35,69,38,92,65,33
937,nombreA73,apellidoA73,46055,210.06,Activo,43672,36,43,53,79,95,89,65,17,46,40,56,58,62,68,14,54,0,85,29,11,86,52,86,71,12,54,89,36,67,29,83,44,87,36,25,56,14,47,11,95,76,77,25
938,nombreA74,apellidoA74,46083,211.31,Activo,43673,2,4,60,85,11,54,75,6,17,98,10,16,37,84,34,18,2,43,75,96,35,16,83,74,68,3,35,64,64,33,85,84,19,15,96,48,11,47,97,55,56,39,18
939,nombreA75,apellidoA75,46114,212.56,Activo,43674,9,7,96,47,17,79,5,54,47,93,70,68,44,19,97,11,36,74,25,93,16,28,30,89,65,30,38,93,29,30,22,13,46,81,83,21,78,23,47,32,48,4,75
940,nombreA76,apellidoA76,46144,213.81,Activo,43675,17,56,92,67,47,84,63,44,71,13,31,84,1,15,86,84,61,2,39,77,22,53,97,25,45,11,97,23,84,63,45,19,21,90,69,86,63,7,37,84,28,89,60
941,nombreA77,apellidoA77,46175,215.06,Activo,43676,28,15,95,15,55,86,84,39,26,86,67,53,40,56,30,79,17,81,6,95,97,78,30,92,28,35,1,2,68,91,13,61,54,99,6,6,96,22,53,16,75,41,67
942,nombreA78,apellidoA78,46205,216.31,Activo,43677,5,62,4,93,80,52,94,54,29,92,25,79,3,45,24,92,27,5,5,66,97,31,11,17,96,59,49,63,23,1,42,93,70,29,36,53,9,94,79,58,30,74,68
943,nombreA79,apellidoA79,46236,217.56,Activo,43678,35,44,78,75,68,66,97,25,9,31,74,73,57,57,92,70,16,43,29,98,98,13,70,46,54,78,34,22,79,23,51,36,12,7,6,79,36,23,64,62,66,5,76
944,nombreA80,apellidoA80,46267,218.81,Activo,43679,8,18,69,61,42,61,61,13,80,63,38,15,50,3,90,5,82,97,86,95,55,96,65,7,68,88,54,15,48,62,98,88,93,6,21,62,89,46,47,25,26,41,45
945,nombreA81,apellidoA81,46297,220.06,Activo,43680,90,16,70,31,8,6,56,86,91,63,77,20,45,72,37,27,89,53,1,54,89,69,68,44,99,28,22,17,55,6,69,59,53,71,87,48,93,61,78,68,3,61,24
946,nombreA82,apellidoA82,46328,221.31,Activo,43681,72,10,43,80,14,85,16,92,55,87,7,18,26,27,84,91,77,65,91,93,22,36,39,36,65,81,60,67,27,64,12,50,46,70,84,26,70,11,35,78,28,1,22
947,nombreA83,apellidoA83,46358,222.56,Activo,43682,95,60,65,37,60,70,97,22,94,74,79,55,58,12,96,17,99,19,78,97,76,6,64,35,34,33,23,79,66,49,26,54,76,39,96,36,76,61,37,85,13,72,43
948,nombreA84,apellidoA84,46389,223.81,Activo,43683,42,15,71,28,31,21,95,18,19,62,96,68,0,57,37,43,90,10,49,99,47,63,65,23,76,88,99,42,50,99,84,54,23,59,25,29,19,35,41,92,38,91,83
949,nombreA85,apellidoA85,46420,225.06,Activo,43684,71,78,92,46,75,9,49,2,14,30,3,51,57,15,96,41,28,93,46,31,78,37,66,66,32,52,77,91,41,22,29,15,42,6,21,9,76,81,13,88,35,81,10
950,nombreA86,apellidoA86,46448,226.31,Activo,43685,94,14,45,71,35,27,31,9,79,54,95,80,76,95,37,52,60,51,36,93,54,74,39,58,38,94,99,23,66,89,55,86,90,88,46,83,5,68,14,39,37,0,91
951,nombreA87,apellidoA87,46479,227.56,Activo,43686,1,87,68,69,12,22,29,36,91,41,84,56,99,44,56,21,48,59,72,84,17,95,30,14,66,49,61,15,11,92,81,55,73,87,94,55,53,60,99,79,45,59,35
952,nombreA88,apellidoA88,46509,228.81,Activo,43687,73,91,65,5,59,3,47,26,42,59,20,0,99,64,60,74,66,59,71,89,88,54,34,43,32,60,30,41,42,39,31,34,14,67,77,49,51,60,77,35,12,28,88
953,nombreA89,apellidoA89,46540,230.06,Activo,43688,26,94,99,66,61,6,85,47,25,83,26,60,74,71,30,58,8,69,95,84,91,66,45,22,45,95,42,75,40,52,46,56,8,17,24,89,12,97,62,82,25,13,57
954,nombreA90,apellidoA90,46570,231.31,Activo,43689,5,44,8,55,17,36,63,61,18,49,33,15,30,59,22,76,99,8,39,44,88,35,81,11,34,26,19,37,89,7,80,69,56,83,50,47,89,13,75,4,41,44,93
955,nombreA91,apellidoA91,46601,232.56,Activo,43690,59,62,81,56,97,83,12,37,73,83,67,96,31,84,29,14,68,12,28,63,40,45,36,73,21,13,7,86,5,88,23,68,62,80,67,3,52,93,58,13,7,54,55
956,nombreA92,apellidoA92,46632,233.81,Activo,43691,48,89,15,17,69,85,45,20,14,60,95,92,78,83,17,78,7,28,87,20,41,72,69,57,37,33,33,19,76,8,65,79,17,50,8,45,19,10,84,58,82,56,63
957,nombreA93,apellidoA93,46662,235.06,Activo,43692,97,19,9,22,85,87,97,73,7,61,31,8,47,84,67,32,95,53,65,71,35,31,44,53,13,74,98,9,39,42,69,71,41,84,56,14,8,91,89,17,68,56,26
958,nombreA94,apellidoA94,46693,236.31,Activo,43693,57,19,21,40,86,21,63,64,69,71,39,46,73,94,33,80,34,99,96,71,20,57,86,9,72,22,47,38,38,22,35,18,98,88,85,11,87,58,26,57,41,10,25
959,nombreA95,apellidoA95,46723,237.56,Activo,43694,76,83,29,55,42,35,75,86,87,57,32,35,91,55,17,5,97,63,12,74,36,52,52,59,94,84,52,20,51,87,62,61,21,72,48,35,94,41,32,21,35,97,14
960,nombreA96,apellidoA96,46754,238.81,Activo,43695,43,62,27,54,73,17,15,79,13,15,92,55,58,55,23,8,31,42,67,34,13,21,44,61,88,0,31,19,46,94,44,69,24,50,88,19,15,48,13,46,88,28,16
961,nombreA1,apellidoA1,43863,120.05,Activo,43696,53,43,0,9,16,12,96,82,28,97,98,52,44,5,75,95,43,98,71,88,95,5,66,91,62,32,30,41,12,64,60,67,70,97,82,74,13,21,40,71,14,47,76
962,nombreA2,apellidoA2,43892,121.33,Activo,43697,71,32,82,2,67,80,72,17,87,27,67,81,7,98,91,6,29,61,30,0,46,96,69,56,16,37,3,89,72,21,51,91,37,16,76,49,33,42,30,68,74,82,32
963,nombreA3,apellidoA3,43923,122.55,Activo,43698,89,91,71,53,45,15,88,34,20,93,18,77,18,5,23,74,73,27,37,46,39,29,84,37,98,78,78,92,55,72,81,15,53,85,9,10,42,73,52,32,82,27,71
964,nombreA4,apellidoA4,43953,123.81,Activo,43699,66,68,94,90,16,33,38,49,23,41,17,95,85,35,19,49,68,83,88,89,45,61,99,91,58,87,78,94,91,26,25,4,2,15,20,95,76,61,30,37,91,79,62
965,nombreA5,apellidoA5,43984,125.06,Activo,43700,15,41,75,15,69,16,80,83,27,48,98,66,57,82,67,91,60,13,52,6,20,23,96,42,20,48,92,45,32,0,56,33,20,72,29,57,41,30,67,38,53,4,66
966,nombreA6,apellidoA6,44014,126.31,Activo,43701,90,69,61,18,73,89,77,25,69,24,79,60,60,23,41,23,85,12,0,95,55,47,6,72,15,34,5,48,39,58,95,98,96,7,19,90,84,90,26,78,32,81,17
967,nombreA7,apellidoA7,44045,127.56,Activo,43702,92,99,17,21,85,51,32,83,34,15,98,22,75,40,15,44,54,7,94,8,47,53,49,60,4,9,27,85,53,70,40,14,71,75,31,3,16,32,32,44,32,95,30
968,nombreA8,apellidoA8,44076,128.81,Activo,43703,94,81,76,56,56,80,52,35,3,59,94,36,40,79,29,38,97,23,86,25,40,27,31,86,45,43,96,32,15,49,6,60,78,49,42,52,77,40,6,47,32,23,28
969,nombreA9,apellidoA9,44106,130.06,Activo,43704,12,34,62,26,89,13,69,32,80,57,98,93,19,47,27,57,33,15,78,46,5,87,7,19,80,36,69,27,61,74,17,32,38,23,2,98,81,93,24,70,33,9,54
970,nombreA10,apellidoA10,44137,131.31,Activo,43705,34,54,95,10,52,29,9,82,76,61,82,66,30,92,56,8,26,57,5,72,51,7,31,71,57,60,42,91,33,89,58,82,92,41,90,59,26,75,9,54,2,31,43
971,nombreA11,apellidoA11,44167,132.56,Activo,43706,38,43,41,79,99,43,20,41,58,52,77,76,14,9,19,10,37,35,84,22,69,84,49,10,84,26,55,6,57,96,28,77,66,97,45,8,54,69,64,15,48,38,55
972,nombreA12,apellidoA12,44198,133.81,Activo,43707,65,80,14,11,24,27,70,90,20,88,66,57,96,75,64,64,62,90,4,99,5,69,56,28,24,46,95,12,78,76,26,66,88,9,79,4,22,85,31,14,43,35,34
973,nombreA13,apellidoA13,44229,135.06,Activo,43708,56,77,40,67,66,88,77,16,17,51,24,30,12,81,5,72,84,29,68,38,80,31,31,5,38,39,97,17,86,37,58,83,44,23,94,99,59,56,62,18,85,33,31
974,nombreA14,apellidoA14,44257,136.31,Activo,43709,5,26,28,7,40,67,56,72,70,8,14,30,90,22,5,14,2,15,77,61,26,61,14,30,78,36,10,15,0,22,36,30,37,23,26,16,77,86,60,23,76,86,30
975,nombreA15,apellidoA15,44288,137.56,Activo,43710,93,85,2,13,21,10,89,80,29,81,1,28,67,27,87,10,17,87,78,7,29,57,32,17,65,44,6,92,79,38,3,29,45,81,61,83,50,4,85,74,10,66,0
976,nombreA16,apellidoA16,44318,138.81,Activo,43711,29,31,75,73,96,90,97,71,52,39,9,81,72,76,97,5,49,64,30,51,14,42,38,9,97,7,54,24,51,34,88,24,23,70,39,85,70,94,68,36,83,38,38
977,nombreA17,apellidoA17,44349,140.06,Activo,43712,85,77,37,15,8,64,55,37,20,18,85,86,15,28,6,22,38,52,37,99,66,65,54,97,47,29,65,15,8,46,79,71,55,14,70,39,43,56,28,26,31,79,84
978,nombreA18,apellidoA18,44379,141.31,Activo,43713,31,19,36,74,20,87,53,45,40,78,5,19,41,84,14,37,52,99,38,28,77,30,0,82,70,34,52,51,73,9,11,35,89,42,49,37,5,21,30,43,93,66,1
